artifact_file,source_result_dir,source_command,source_git_commit,source_git_dirty,source_created_unix,source_duration_source,source_arrival_mode,source_arrival_rates
global_simulation_summary.csv,results/round9_global_main_h100sharedfit,"scripts/run_global_serving_sweep.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 2,4,8,16 --max-jobs 100 --baselines no_cache,apc_like,kvflow_like,pat_like,wafer_naive,waferagent_full,ideal_next_use_cache --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --out results/round9_global_main_h100sharedfit --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202189.7693994,synthetic,poisson,"2,4,8,16"
global_job_metrics_sample.csv,results/round9_global_main_h100sharedfit,"scripts/run_global_serving_sweep.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 2,4,8,16 --max-jobs 100 --baselines no_cache,apc_like,kvflow_like,pat_like,wafer_naive,waferagent_full,ideal_next_use_cache --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --out results/round9_global_main_h100sharedfit --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202189.7693994,synthetic,poisson,"2,4,8,16"
slo_goodput.csv,results/round9_global_main_h100sharedfit,"scripts/run_global_serving_sweep.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 2,4,8,16 --max-jobs 100 --baselines no_cache,apc_like,kvflow_like,pat_like,wafer_naive,waferagent_full,ideal_next_use_cache --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --out results/round9_global_main_h100sharedfit --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202189.7693994,synthetic,poisson,"2,4,8,16"
existing_cache_gap_summary.csv,results/round9_existing_cache_gap,"scripts/run_existing_cache_gap.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --baselines no_cache,apc_like,kvflow_like,pat_like,waferagent_full --out results/round9_existing_cache_gap --duration-source synthetic --max-jobs 100 --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202225.9003184,synthetic,,
ablation_global_summary.csv,results/round9_ablation,"scripts/run_global_ablation.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 4,8,16 --max-jobs 100 --out results/round9_ablation --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202238.125286,synthetic,poisson,"4,8,16"
ablation_delta_summary.csv,results/round9_ablation,"scripts/run_global_ablation.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 4,8,16 --max-jobs 100 --out results/round9_ablation --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202238.125286,synthetic,poisson,"4,8,16"
cohort_admission_summary.csv,results/round9_cohort_admission,"scripts/run_cohort_admission_study.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode burst --arrival-rate-jobs-per-s 16 --max-jobs 100 --baselines waferagent_latency_safe,no_shared_kv_decode_cohort --out results/round9_cohort_admission --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202282.1301277,synthetic,burst,16
cohort_admission_decisions.csv,results/round9_cohort_admission,"scripts/run_cohort_admission_study.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode burst --arrival-rate-jobs-per-s 16 --max-jobs 100 --baselines waferagent_latency_safe,no_shared_kv_decode_cohort --out results/round9_cohort_admission --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202282.1301277,synthetic,burst,16
cohort_policy_comparison.csv,results/round9_cohort_policy_comparison,"scripts/run_global_serving_sweep.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 2,4,8,16 --max-jobs 100 --baselines apc_like,pat_like_traffic_only,waferagent_traffic_only,waferagent_latency_safe --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --out results/round9_cohort_policy_comparison --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202263.097347,synthetic,poisson,"2,4,8,16"
decode_cohorts_event_driven.csv,results/round9_cohort_admission,"scripts/run_cohort_admission_study.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode burst --arrival-rate-jobs-per-s 16 --max-jobs 100 --baselines waferagent_latency_safe,no_shared_kv_decode_cohort --out results/round9_cohort_admission --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202282.1301277,synthetic,burst,16
